creditscore,geography,gender,age,tenure,balance,numofproducts,hascrcard,isactivemember,estimatedsalary,satisfaction_score,card_type,point_earned,payment_proxy,age_group,tenure_group,balance_group,average_revenue_group,annual_value_proxy,monthly_value_proxy,monthly_spend_category,customer_lifetime_value,customer_value_segment,active_status,credit_card_status,product_segment,actual_churn,churn_probability,predicted_churn
817,France,Male,59,1,118962.58,1,1,1,120819.58,3,GOLD,949,GOLD,51-60,0-2 years,High,High,3577.85,298.15,Very High,3577.85,Bronze,Active,Has Credit Card,1 product(s),0,0.5085777344313123,1
524,France,Female,28,7,0.0,2,0,1,147100.72,1,PLATINUM,983,PLATINUM,18-30,6-8 years,Low,High,1467.0,122.25,Medium,10269.0,Gold,Active,No Credit Card,2 product(s),0,0.10304443199496673,0
479,France,Female,33,2,208165.53,1,0,0,50774.81,5,PLATINUM,765,PLATINUM,31-40,0-2 years,Very High,Low,4919.68,409.97,Very High,9839.36,Gold,Inactive,No Credit Card,1 product(s),1,0.4146198657734789,0
722,France,Male,30,5,0.0,2,1,0,166376.54,5,PLATINUM,282,PLATINUM,18-30,3-5 years,Low,Very High,1212.88,101.07,Medium,6064.4,Silver,Inactive,Has Credit Card,2 product(s),0,0.07406392415142965,0
628,France,Male,31,0,88421.81,1,0,0,72350.47,2,SILVER,800,SILVER,31-40,0-2 years,Medium,Medium,2650.19,220.85,Medium,2650.19,Bronze,Inactive,No Credit Card,1 product(s),0,0.2923041751839147,0
664,France,Female,34,7,93920.47,1,0,0,179913.98,1,PLATINUM,503,PLATINUM,31-40,6-8 years,Medium,Very High,3149.48,262.46,High,22046.36,Platinum,Inactive,No Credit Card,1 product(s),0,0.37637631152155465,0
650,Spain,Male,20,8,0.0,2,1,1,113469.65,4,PLATINUM,776,PLATINUM,18-30,6-8 years,Low,High,1195.35,99.61,Low,9562.8,Gold,Active,Has Credit Card,2 product(s),0,0.05682594799373479,0
656,France,Male,35,6,0.0,2,1,0,1485.27,2,SILVER,631,SILVER,31-40,6-8 years,Low,Low,562.93,46.91,Low,3377.58,Bronze,Inactive,Has Credit Card,2 product(s),0,0.11881703289855272,0
535,France,Female,29,2,112367.34,1,1,0,185630.76,2,PLATINUM,989,PLATINUM,18-30,0-2 years,High,Very High,3790.0,315.83,Very High,7580.0,Silver,Inactive,Has Credit Card,1 product(s),0,0.3410707688898217,0
671,Spain,Male,50,8,0.0,1,0,1,2560.11,1,GOLD,678,GOLD,41-50,6-8 years,Medium,Low,471.8,39.32,Low,3774.4,Bronze,Active,No Credit Card,1 product(s),0,0.6635538612573663,1
670,France,Female,42,6,112333.63,1,1,1,65706.86,4,PLATINUM,569,PLATINUM,41-50,6-8 years,High,Medium,2979.71,248.31,High,17878.26,Gold,Active,Has Credit Card,1 product(s),0,0.48457300306776796,0
574,France,Male,33,8,100267.03,1,1,0,103006.27,2,DIAMOND,949,DIAMOND,31-40,6-8 years,High,High,3114.87,259.57,High,24918.96,Platinum,Inactive,Has Credit Card,1 product(s),0,0.2918182658727428,0
593,Spain,Male,44,5,0.0,1,1,0,128046.98,2,SILVER,569,SILVER,41-50,3-5 years,Low,High,1044.73,87.06,Low,5223.65,Silver,Inactive,Has Credit Card,1 product(s),0,0.81277040708022,1
584,Germany,Male,47,7,130538.77,1,1,0,92915.84,3,GOLD,236,GOLD,41-50,6-8 years,Very High,Medium,3313.35,276.11,High,23193.45,Platinum,Inactive,Has Credit Card,1 product(s),0,0.849916222815765,1
628,France,Male,39,6,0.0,2,0,0,134441.6,3,PLATINUM,887,PLATINUM,31-40,6-8 years,Low,High,1355.71,112.98,Medium,8134.26,Silver,Inactive,No Credit Card,2 product(s),0,0.09285928862754812,0
692,Germany,Male,24,2,120596.93,1,0,1,180490.53,5,DIAMOND,466,DIAMOND,18-30,0-2 years,High,Very High,3667.39,305.62,Very High,7334.78,Silver,Active,No Credit Card,1 product(s),0,0.36401426929372493,0
572,France,Female,36,8,68348.18,2,0,1,50400.32,1,SILVER,984,SILVER,31-40,6-8 years,Medium,Low,2350.97,195.91,Medium,18807.76,Gold,Active,No Credit Card,2 product(s),0,0.20601242534213568,0
661,Germany,Male,37,7,109908.06,2,1,0,115037.67,2,SILVER,311,SILVER,31-40,6-8 years,High,High,3168.85,264.07,High,22181.95,Platinum,Inactive,Has Credit Card,2 product(s),1,0.3874886496513006,0
725,France,Male,43,2,165896.0,2,1,0,130795.52,2,SILVER,527,SILVER,41-50,0-2 years,Very High,High,4475.4,372.95,Very High,8950.8,Silver,Inactive,Has Credit Card,2 product(s),0,0.45365422289037766,0
650,Spain,Male,42,4,194532.66,1,1,0,171045.31,3,PLATINUM,824,PLATINUM,41-50,3-5 years,Very High,Very High,5277.88,439.82,Very High,21111.52,Platinum,Inactive,Has Credit Card,1 product(s),1,0.6715619529658055,1
606,Spain,Female,23,10,70417.79,1,0,1,90896.04,4,DIAMOND,437,DIAMOND,18-30,9-10 years,Medium,Medium,2201.34,183.45,Medium,22013.4,Platinum,Active,No Credit Card,1 product(s),0,0.2757121893711647,0
714,Spain,Male,45,0,124693.48,1,0,1,187194.15,2,PLATINUM,952,PLATINUM,41-50,0-2 years,High,Very High,4025.84,335.49,Very High,4025.84,Bronze,Active,No Credit Card,1 product(s),0,0.49779515620044834,0
774,France,Male,53,4,113709.28,1,1,1,153887.93,3,PLATINUM,616,PLATINUM,51-60,3-5 years,High,Very High,3471.63,289.3,High,13886.52,Gold,Active,Has Credit Card,1 product(s),1,0.585986205061546,1
703,France,Male,50,8,160139.59,2,1,1,79314.1,2,PLATINUM,635,PLATINUM,41-50,6-8 years,Very High,Medium,4156.86,346.4,Very High,33254.88,Platinum,Active,Has Credit Card,2 product(s),0,0.36754686020913396,0
736,Germany,Male,57,9,95295.39,1,1,0,28434.44,1,SILVER,888,SILVER,51-60,9-10 years,Medium,Low,2612.08,217.67,Medium,23508.72,Platinum,Inactive,Has Credit Card,1 product(s),1,0.9018211660504757,1
509,France,Female,46,1,0.0,1,1,0,71244.59,2,DIAMOND,264,DIAMOND,41-50,0-2 years,Low,Medium,608.22,50.68,Low,608.22,Bronze,Inactive,Has Credit Card,1 product(s),1,0.8402954580966587,1
727,Germany,Male,59,5,152581.06,1,1,0,71830.1,4,PLATINUM,599,PLATINUM,51-60,3-5 years,Very High,Medium,3830.27,319.19,Very High,19151.35,Gold,Inactive,Has Credit Card,1 product(s),1,0.8996514565026007,1
577,France,Male,60,10,125389.7,2,1,1,178616.73,2,GOLD,309,GOLD,51-60,9-10 years,High,Very High,3795.38,316.28,Very High,37953.8,Platinum,Active,Has Credit Card,2 product(s),0,0.41879197135346147,0
674,France,Female,27,4,79144.34,1,0,1,50743.83,1,PLATINUM,720,PLATINUM,18-30,3-5 years,Medium,Low,2316.61,193.05,Medium,9266.44,Silver,Active,No Credit Card,1 product(s),0,0.20084874447226356,0
644,France,Male,33,7,174571.36,1,0,1,43943.09,1,DIAMOND,881,DIAMOND,31-40,6-8 years,Very High,Low,4271.64,355.97,Very High,29901.48,Platinum,Active,No Credit Card,1 product(s),0,0.29034934087871295,0
683,Spain,Female,36,7,0.0,2,1,0,104786.59,2,GOLD,381,GOLD,31-40,6-8 years,Low,High,954.43,79.54,Low,6681.01,Silver,Inactive,Has Credit Card,2 product(s),0,0.10009467002709294,0
562,France,Female,27,3,0.0,2,1,0,28137.03,1,GOLD,942,GOLD,18-30,3-5 years,Medium,Low,851.69,70.97,Low,2555.07,Bronze,Inactive,Has Credit Card,2 product(s),0,0.091608247030322,0
669,Spain,Male,29,9,0.0,1,1,1,93901.61,5,DIAMOND,335,DIAMOND,18-30,9-10 years,Medium,Medium,757.01,63.08,Low,6813.09,Silver,Active,Has Credit Card,1 product(s),0,0.2794621399808174,0
770,Spain,Male,30,8,0.0,2,0,1,50839.85,3,GOLD,597,GOLD,18-30,6-8 years,Medium,Low,792.7,66.06,Low,6341.6,Silver,Active,No Credit Card,2 product(s),0,0.04186887574978058,0
663,Spain,Female,22,9,0.0,1,1,0,29135.89,5,DIAMOND,590,DIAMOND,18-30,9-10 years,Low,Low,560.68,46.72,Low,5046.12,Silver,Inactive,Has Credit Card,1 product(s),1,0.47185079074119973,0
537,Germany,Female,47,6,103163.35,1,1,0,16259.64,3,SILVER,367,SILVER,41-50,6-8 years,High,Low,2448.07,204.01,Medium,14688.42,Gold,Inactive,Has Credit Card,1 product(s),1,0.7771394356912446,1
605,Germany,Female,31,1,117992.59,1,1,1,183598.77,2,SILVER,496,SILVER,31-40,0-2 years,High,Very High,3645.85,303.82,Very High,3645.85,Bronze,Active,Has Credit Card,1 product(s),0,0.513631887180542,1
743,France,Male,43,5,0.0,2,0,0,113079.19,5,SILVER,402,SILVER,41-50,3-5 years,Low,High,1006.4,83.87,Low,5032.0,Silver,Inactive,No Credit Card,2 product(s),1,0.16851901439932007,0
560,Spain,Female,33,9,0.0,1,0,1,183358.21,1,DIAMOND,531,DIAMOND,31-40,9-10 years,Medium,Very High,1302.29,108.52,Medium,11720.61,Gold,Active,No Credit Card,1 product(s),0,0.44171616497598054,0
752,Germany,Male,32,9,115587.49,2,0,1,101677.46,5,DIAMOND,722,DIAMOND,31-40,9-10 years,High,High,3421.14,285.09,High,30790.26,Platinum,Active,No Credit Card,2 product(s),0,0.2369641458591714,0
670,France,Female,31,2,57530.06,1,1,1,181893.31,1,PLATINUM,839,PLATINUM,31-40,0-2 years,Medium,Very High,2599.57,216.63,Medium,5199.14,Silver,Active,Has Credit Card,1 product(s),1,0.2768464697157926,0
464,France,Male,38,3,116439.65,1,1,0,75574.48,5,DIAMOND,434,DIAMOND,31-40,3-5 years,High,Medium,3043.67,253.64,High,9131.01,Silver,Inactive,Has Credit Card,1 product(s),0,0.37861313991972234,0
603,Spain,Male,24,1,165149.13,2,1,0,21858.28,1,PLATINUM,872,PLATINUM,18-30,0-2 years,Very High,Low,4088.27,340.69,Very High,4088.27,Bronze,Inactive,Has Credit Card,2 product(s),0,0.21004914603377414,0
530,Spain,Female,41,4,0.0,2,0,1,147606.71,2,DIAMOND,955,DIAMOND,41-50,3-5 years,Low,High,1455.53,121.29,Medium,5822.12,Silver,Active,No Credit Card,2 product(s),0,0.19876331688098253,0
648,France,Female,50,9,102535.57,1,1,1,189543.19,5,DIAMOND,332,DIAMOND,41-50,9-10 years,High,Very High,3284.43,273.7,High,29559.87,Platinum,Active,Has Credit Card,1 product(s),0,0.581163016570094,1
712,France,Female,42,1,87842.98,1,0,0,92223.59,4,PLATINUM,927,PLATINUM,41-50,0-2 years,Medium,Medium,2801.48,233.46,Medium,2801.48,Bronze,Inactive,No Credit Card,1 product(s),0,0.6640178862523299,1
797,Germany,Female,33,10,83555.58,1,0,0,69767.14,4,SILVER,513,SILVER,31-40,9-10 years,Medium,Medium,2396.45,199.7,Medium,23964.5,Platinum,Inactive,No Credit Card,1 product(s),0,0.45749067095799034,0
733,Germany,Male,39,5,91538.51,1,1,1,93783.0,3,PLATINUM,336,PLATINUM,31-40,3-5 years,Medium,Medium,2587.69,215.64,Medium,12938.45,Gold,Active,Has Credit Card,1 product(s),0,0.39278440812872395,0
775,Spain,Male,30,4,0.0,2,0,1,57461.13,5,PLATINUM,368,PLATINUM,18-30,3-5 years,Low,Medium,711.31,59.28,Low,2845.24,Bronze,Active,No Credit Card,2 product(s),0,0.04940383898800779,0
792,France,Male,34,1,0.0,1,0,1,86330.32,4,DIAMOND,836,DIAMOND,31-40,0-2 years,Low,Medium,969.65,80.8,Low,969.65,Bronze,Active,No Credit Card,1 product(s),0,0.3891113569318014,0
645,France,Male,29,1,130131.08,2,0,1,196474.35,4,SILVER,846,SILVER,18-30,0-2 years,Very High,Very High,4247.99,354.0,Very High,4247.99,Silver,Active,No Credit Card,2 product(s),0,0.14410696948144838,0
569,France,Male,37,9,178755.84,1,1,0,199929.17,5,GOLD,255,GOLD,31-40,9-10 years,Very High,Very High,4822.26,401.86,Very High,43400.34,Platinum,Inactive,Has Credit Card,1 product(s),0,0.4381709605170918,0
629,Germany,Male,35,8,112330.83,1,1,1,91001.02,3,GOLD,556,GOLD,31-40,6-8 years,High,Medium,3099.62,258.3,High,24796.96,Platinum,Active,Has Credit Card,1 product(s),0,0.42311771858575686,0
640,France,Female,20,4,0.0,2,0,1,78310.82,5,SILVER,670,SILVER,18-30,3-5 years,Low,Medium,966.55,80.55,Low,3866.2,Bronze,Active,No Credit Card,2 product(s),0,0.08332667822517165,0
639,France,Male,77,6,80926.02,2,1,1,55829.25,5,GOLD,291,GOLD,61+,6-8 years,Medium,Medium,2283.17,190.26,Medium,13699.02,Gold,Active,Has Credit Card,2 product(s),0,0.2918506629708848,0
587,France,Male,55,9,0.0,1,1,0,64593.07,1,GOLD,916,GOLD,51-60,9-10 years,Low,Medium,900.97,75.08,Low,8108.73,Silver,Inactive,Has Credit Card,1 product(s),0,0.8758933803230232,1
543,France,Female,31,2,147674.26,1,1,1,16658.76,3,DIAMOND,985,DIAMOND,31-40,0-2 years,Very High,Low,3649.28,304.11,Very High,7298.56,Silver,Active,Has Credit Card,1 product(s),0,0.27811663183154467,0
665,France,Female,34,1,96645.54,2,0,0,171413.66,3,DIAMOND,798,DIAMOND,31-40,0-2 years,Medium,Very High,3428.98,285.75,High,3428.98,Bronze,Inactive,No Credit Card,2 product(s),0,0.26636505919456,0
650,France,Male,32,2,84906.45,1,1,0,163216.48,1,GOLD,902,GOLD,31-40,0-2 years,Medium,Very High,3085.21,257.1,High,6170.42,Silver,Inactive,Has Credit Card,1 product(s),0,0.2660720207738246,0
509,France,Male,18,7,102983.91,1,1,0,171770.58,5,DIAMOND,434,DIAMOND,18-30,6-8 years,High,Very High,3255.53,271.29,High,22788.71,Platinum,Inactive,Has Credit Card,1 product(s),0,0.23293889554209232,0
517,Spain,Male,46,4,0.0,1,1,0,22372.78,1,PLATINUM,465,PLATINUM,41-50,3-5 years,Medium,Low,464.36,38.7,Low,1857.44,Bronze,Inactive,Has Credit Card,1 product(s),0,0.8490473490385614,1
709,France,Male,42,9,118546.71,1,0,1,77142.85,5,GOLD,503,GOLD,41-50,9-10 years,High,Medium,3128.15,260.68,High,28153.35,Platinum,Active,No Credit Card,1 product(s),0,0.43757498705631825,0
667,Germany,Female,44,5,140406.68,2,0,1,57164.19,1,PLATINUM,273,PLATINUM,41-50,3-5 years,Very High,Medium,3470.45,289.2,High,17352.25,Gold,Active,No Credit Card,2 product(s),0,0.5343693743304333,1
718,France,Male,27,2,0.0,2,0,0,26229.24,1,PLATINUM,538,PLATINUM,18-30,0-2 years,Low,Low,640.15,53.35,Low,1280.3,Bronze,Inactive,No Credit Card,2 product(s),0,0.07447607232479393,0
749,Spain,Female,28,3,0.0,1,1,0,3408.7,1,GOLD,811,GOLD,18-30,3-5 years,Low,Low,542.54,45.21,Low,1627.62,Bronze,Inactive,Has Credit Card,1 product(s),0,0.4636452261694632,0
626,France,Male,44,10,0.0,2,0,0,164287.86,4,GOLD,627,GOLD,41-50,9-10 years,Low,Very High,1374.94,114.58,Medium,13749.4,Gold,Inactive,No Credit Card,2 product(s),0,0.3393253503220016,0
689,Germany,Male,45,0,130170.82,2,1,0,150856.38,3,SILVER,855,SILVER,41-50,0-2 years,Very High,Very High,4025.2,335.43,Very High,4025.2,Bronze,Inactive,Has Credit Card,2 product(s),0,0.5494634551350285,1
665,Germany,Female,43,2,116322.27,4,1,0,35640.12,5,GOLD,392,GOLD,41-50,0-2 years,High,Low,3180.65,265.05,High,6361.3,Silver,Inactive,Has Credit Card,3+ products,1,0.9351176679625752,1
497,France,Male,32,8,0.0,2,1,0,67364.42,3,GOLD,418,GOLD,31-40,6-8 years,Low,Medium,785.82,65.48,Low,6286.56,Silver,Inactive,Has Credit Card,2 product(s),0,0.06457515092014497,0
719,France,Male,61,5,0.0,2,0,1,29132.43,4,DIAMOND,293,DIAMOND,61+,3-5 years,Medium,Low,532.16,44.35,Low,2660.8,Bronze,Active,No Credit Card,2 product(s),0,0.13907011041384887,0
601,France,Female,46,3,98202.76,1,0,0,137763.93,5,GOLD,642,GOLD,41-50,3-5 years,High,High,3093.87,257.82,High,9281.61,Silver,Inactive,No Credit Card,1 product(s),0,0.7126750474804964,1
715,Spain,Male,42,6,0.0,2,1,1,128745.69,4,SILVER,289,SILVER,41-50,6-8 years,Low,High,1028.23,85.69,Low,6169.38,Silver,Active,Has Credit Card,2 product(s),0,0.11701423923907725,0
761,France,Female,33,6,138053.79,2,1,0,148779.41,1,PLATINUM,985,PLATINUM,31-40,6-8 years,Very High,High,4237.47,353.12,Very High,25424.82,Platinum,Inactive,Has Credit Card,2 product(s),0,0.3540796582985366,0
564,France,Male,31,4,0.0,2,1,0,53520.03,4,PLATINUM,363,PLATINUM,31-40,3-5 years,Low,Medium,689.1,57.42,Low,2756.4,Bronze,Inactive,Has Credit Card,2 product(s),0,0.06130898910690095,0
635,Germany,Female,37,9,146748.07,1,0,1,11407.58,1,SILVER,219,SILVER,31-40,9-10 years,Very High,Low,3221.5,268.46,High,28993.5,Platinum,Active,No Credit Card,1 product(s),0,0.5060260377492104,1
697,Germany,Female,48,2,108128.96,2,1,1,103944.37,3,SILVER,980,SILVER,41-50,0-2 years,High,High,3412.3,284.36,High,6824.6,Silver,Active,Has Credit Card,2 product(s),0,0.48171979796880565,0
848,Spain,Male,40,3,110929.96,1,1,1,30876.84,3,GOLD,844,GOLD,31-40,3-5 years,High,Low,2914.98,242.92,High,8744.94,Silver,Active,Has Credit Card,1 product(s),0,0.34902700199117104,0
637,France,Male,32,5,0.0,1,0,0,148769.08,2,GOLD,491,GOLD,31-40,3-5 years,Low,High,1109.35,92.45,Low,5546.75,Silver,Inactive,No Credit Card,1 product(s),0,0.5025474757191676,1
815,Spain,Female,38,2,48387.0,1,1,0,184796.84,3,DIAMOND,243,DIAMOND,31-40,0-2 years,Medium,Very High,2133.22,177.77,Medium,4266.44,Silver,Inactive,Has Credit Card,1 product(s),0,0.48390774747077553,0
699,France,Female,43,3,80764.03,1,1,0,199378.58,3,PLATINUM,490,PLATINUM,41-50,3-5 years,Medium,Very High,2977.17,248.1,High,8931.51,Silver,Inactive,Has Credit Card,1 product(s),1,0.73664049101825,1
714,Spain,Male,45,8,150900.29,2,0,1,139889.15,5,DIAMOND,734,DIAMOND,41-50,6-8 years,Very High,High,4324.45,360.37,Very High,34595.6,Platinum,Active,No Credit Card,2 product(s),0,0.43009739537591,0
850,Germany,Female,45,5,127258.79,1,1,1,192744.23,3,SILVER,380,SILVER,41-50,3-5 years,High,Very High,3818.9,318.24,Very High,19094.5,Gold,Active,Has Credit Card,1 product(s),1,0.7258861262549489,1
625,France,Male,49,6,173434.9,1,1,0,165580.93,3,SILVER,835,SILVER,41-50,6-8 years,Very High,Very High,4834.1,402.84,Very High,29004.6,Platinum,Inactive,Has Credit Card,1 product(s),1,0.7832994096036542,1
685,Spain,Male,43,4,97392.18,2,1,0,43956.83,1,PLATINUM,689,PLATINUM,41-50,3-5 years,High,Low,2752.13,229.34,Medium,11008.52,Gold,Inactive,Has Credit Card,2 product(s),0,0.44591533206747364,0
584,Spain,Female,38,3,0.0,2,1,1,4525.4,2,GOLD,941,GOLD,31-40,3-5 years,Low,Low,733.13,61.09,Low,2199.39,Bronze,Active,Has Credit Card,2 product(s),0,0.14125335157869473,0
752,France,Female,36,1,86837.95,1,1,1,105280.55,5,SILVER,615,SILVER,31-40,0-2 years,Medium,High,2690.66,224.22,Medium,2690.66,Bronze,Active,Has Credit Card,1 product(s),0,0.22053550724665236,0
617,Germany,Female,51,10,167273.71,1,0,0,93439.75,3,PLATINUM,539,PLATINUM,51-60,9-10 years,Very High,Medium,4202.17,350.18,Very High,42021.7,Platinum,Inactive,No Credit Card,1 product(s),1,0.8637303587223697,1
559,Spain,Female,40,7,144470.77,1,1,1,18917.95,3,SILVER,255,SILVER,31-40,6-8 years,Very High,Low,3231.51,269.29,High,22620.57,Platinum,Active,Has Credit Card,1 product(s),0,0.3464842440447531,0
649,France,Male,38,1,122214.0,1,0,1,88965.46,3,DIAMOND,591,DIAMOND,31-40,0-2 years,High,Medium,3304.61,275.38,High,3304.61,Bronze,Active,No Credit Card,1 product(s),0,0.2660594833868483,0
778,France,Male,42,6,0.0,2,1,1,106197.44,5,PLATINUM,499,PLATINUM,41-50,6-8 years,Low,High,1020.49,85.04,Low,6122.94,Silver,Active,Has Credit Card,2 product(s),0,0.10995172811541848,0
554,Germany,Female,37,4,58629.97,1,0,0,182038.6,2,DIAMOND,606,DIAMOND,31-40,3-5 years,Medium,Very High,2505.79,208.82,Medium,10023.16,Gold,Inactive,No Credit Card,1 product(s),0,0.4827287954878232,0
722,France,Male,34,8,0.0,2,1,1,133447.49,1,DIAMOND,523,DIAMOND,31-40,6-8 years,Low,High,1168.74,97.4,Low,9349.92,Gold,Active,Has Credit Card,2 product(s),0,0.052943797728722694,0
850,Germany,Male,43,5,129305.09,2,0,1,19244.58,4,PLATINUM,615,PLATINUM,41-50,3-5 years,Very High,Low,3229.82,269.15,High,16149.1,Gold,Active,No Credit Card,2 product(s),0,0.40847894459500755,0
494,France,Female,35,9,112727.06,2,1,0,183752.91,2,DIAMOND,697,DIAMOND,31-40,9-10 years,High,Very High,3761.81,313.48,Very High,33856.29,Platinum,Inactive,Has Credit Card,2 product(s),0,0.368900935872598,0
521,Germany,Female,49,2,127948.57,1,1,1,182765.14,2,GOLD,596,GOLD,41-50,0-2 years,Very High,Very High,3890.8,324.23,Very High,7781.6,Silver,Active,Has Credit Card,1 product(s),0,0.7365399813520184,1
779,France,Female,41,10,99786.2,1,1,0,86927.53,4,DIAMOND,341,DIAMOND,41-50,9-10 years,High,Medium,2720.86,226.74,Medium,27208.6,Platinum,Inactive,Has Credit Card,1 product(s),0,0.5617139617904406,1
593,Spain,Female,46,2,76597.79,1,1,1,54453.72,1,GOLD,520,GOLD,41-50,0-2 years,Medium,Medium,2184.22,182.02,Medium,4368.44,Silver,Active,Has Credit Card,1 product(s),0,0.5725970125679775,1
695,France,Male,36,4,161533.0,1,1,0,100940.91,2,GOLD,749,GOLD,31-40,3-5 years,Very High,High,4229.86,352.49,Very High,16919.44,Gold,Inactive,Has Credit Card,1 product(s),0,0.38907768924561703,0
642,France,Male,48,9,118317.27,4,0,0,78702.98,1,DIAMOND,912,DIAMOND,41-50,9-10 years,High,Medium,3695.86,307.99,Very High,33262.74,Platinum,Inactive,No Credit Card,3+ products,1,0.9426014559604725,1
696,Germany,Female,66,7,119499.42,2,1,1,174027.3,3,PLATINUM,601,PLATINUM,61+,6-8 years,High,Very High,3800.62,316.72,Very High,26604.34,Platinum,Active,Has Credit Card,2 product(s),0,0.4811937965269961,0
572,France,Female,39,2,0.0,2,1,1,555.28,5,PLATINUM,967,PLATINUM,31-40,0-2 years,Medium,Low,726.28,60.52,Low,1452.56,Bronze,Active,Has Credit Card,2 product(s),0,0.16925614635888958,0
679,Spain,Female,39,7,91187.9,1,0,1,6075.36,4,PLATINUM,631,PLATINUM,31-40,6-8 years,Medium,Low,2289.63,190.8,Medium,16027.41,Gold,Active,No Credit Card,1 product(s),0,0.2962710881769871,0
646,Germany,Female,52,6,111739.4,2,0,1,68367.18,1,DIAMOND,234,DIAMOND,51-60,6-8 years,High,Medium,2933.62,244.47,High,17601.72,Gold,Active,No Credit Card,2 product(s),0,0.6673142071335044,1
777,Spain,Female,35,3,0.0,2,1,1,17257.72,2,GOLD,616,GOLD,31-40,3-5 years,Low,Low,634.29,52.86,Low,1902.87,Bronze,Active,Has Credit Card,2 product(s),0,0.12077358824823083,0
637,Germany,Female,27,7,135842.89,1,1,1,101418.05,3,DIAMOND,483,DIAMOND,18-30,6-8 years,Very High,High,3585.45,298.79,Very High,25098.15,Platinum,Active,Has Credit Card,1 product(s),0,0.40315888503824915,0
772,France,Male,34,9,0.0,2,1,0,170980.86,1,SILVER,870,SILVER,31-40,9-10 years,Medium,Very High,1529.9,127.49,Medium,13769.1,Gold,Inactive,Has Credit Card,2 product(s),0,0.14490120489568542,0
607,Germany,Male,29,7,102609.0,1,1,0,163257.44,5,DIAMOND,800,DIAMOND,18-30,6-8 years,High,Very High,3388.47,282.37,High,23719.29,Platinum,Inactive,Has Credit Card,1 product(s),0,0.45027334834569793,0
566,Germany,Male,22,7,144954.75,2,1,0,102246.0,4,DIAMOND,698,DIAMOND,18-30,6-8 years,Very High,High,3999.32,333.28,Very High,27995.24,Platinum,Inactive,Has Credit Card,2 product(s),0,0.2583374107502503,0
807,Germany,Female,31,1,141069.18,3,1,1,194257.11,4,DIAMOND,374,DIAMOND,31-40,0-2 years,Very High,Very High,4339.67,361.64,Very High,4339.67,Silver,Active,Has Credit Card,3+ products,0,0.8278828712789412,1
738,Spain,Male,49,3,0.0,3,1,1,65066.48,2,PLATINUM,460,PLATINUM,41-50,3-5 years,Medium,Medium,915.33,76.28,Low,2745.99,Bronze,Active,Has Credit Card,3+ products,1,0.7556321469984068,1
589,France,Female,39,7,0.0,2,0,0,95985.64,5,DIAMOND,359,DIAMOND,31-40,6-8 years,Low,Medium,899.43,74.95,Low,6296.01,Silver,Inactive,No Credit Card,2 product(s),0,0.15899831892356261,0
546,Spain,Male,25,7,127728.24,2,1,1,105279.74,5,SILVER,917,SILVER,18-30,6-8 years,Very High,High,3779.46,314.96,Very High,26456.22,Platinum,Active,Has Credit Card,2 product(s),0,0.14565274276103357,0
